i_id,商品名称,sku_id,sku名称,规格属性,条码,成本价,售价,重量(kg),长(cm),宽(cm),高(cm),库存数量,品牌,供应商,标签,类目,图片URL,状态,来源接口
YH117K03,三号小熊围兜,YH117K03B01S26,三号小熊围兜,组合1，茉莉白,,,,,,,,0,,中山市萌达日用品有限公司,,成品类 - YH117围兜类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260404/7DB22F5A767546B6AC84ED8D06DB7D04.png?name=c19b58cd-7882-42a2-a723-06d8ebc6f608,启用,sku_query
YH118K01,一号磁力锁抽屉,YH118K01B01S13,一号磁力抽屉锁,组合1;暮云灰,,,,,,,,0,英禾,浙江佳诚婴童用品有限公司,小件产品,成品类 - YH118抽屉锁类,,启用,sku_query
YH119K01,一号清洁剂,YH119K01B01S26,一号清洁剂,组合1;茉莉白,,,,,,,,0,浙江英禾,安徽威廉维尔日化有限公司,电商仓库,成品类 - YH119清洁剂类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B01S14,A款爬爬垫,1号爬爬垫;混色,,,,4.8,125,52,19,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B02S14,A款爬爬垫,2号爬爬垫;混色,,,,6,152,52,19,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B03S14,A款爬爬垫,3号爬爬垫;混色,,,,7.3,152,52,19,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B04S14,A款爬爬垫,4号爬爬垫;混色,,,,9.7,152,64,24,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B05S14,A款爬爬垫,5号爬爬垫;混色,,,,11,152,64,24,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B06S14,A款爬爬垫,6号爬爬垫;混色,,,,12.2,152,67,28,,,,未上架,成品类 - YH01围栏类,,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B03S26,一号爬爬垫,组合3;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/62B0E6EF0A9942D7AA6CDA47DEC23AB5.png?name=3.png,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B06S26,一号爬爬垫,组合6;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/BCD810113D67436AA6B1FC14EA69F31F.png?name=bde6ebd2-7e24-432b-a64d-cc62c46a7d91.png,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B01S26,一号爬爬垫,组合1;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/D19949D58AAD4ED1A77423C33D320516.png?name=1.png,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B02S26,一号爬爬垫,组合2;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/0D06D469B1FE48BFA4EAE2C6C2672BD9.png?name=2.png,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B04S26,一号爬爬垫,组合4;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/0C62E515A9694D7BA8F955FC3899DCD0.png?name=f271be92-250b-4112-bce8-447f1360a733.png,启用,sku_query
YH11K01,A款爬爬垫,YH11K01B05S26,一号爬爬垫,组合5;茉莉白,,,,,,,,0,,,,成品类 - YH01围栏类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260116/73129332DF0E47D2BF89B5117E246C17.png?name=f731ae73-00ff-4e38-9d17-88ade371a26d.png,启用,sku_query
YH11K02,爬爬垫,YH11K02B01S06,二号雪糕爬爬垫,组合1;玉莲白,,153.6,,3.34,122,22,34.5,2,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B01S12,二号雪糕爬爬垫,组合1;秋杏棕,,153.6,,3.34,122,22,34.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B01S13,二号雪糕爬爬垫,组合1;暮云灰,,153.6,,3.34,122,22,34.5,2,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B10S12,二号雪糕爬爬垫,组合10;秋杏棕,,306.2,,6,162,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B10S06,二号雪糕爬爬垫,组合10;玉莲白,,306.2,,6,162,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B09S13,二号雪糕爬爬垫,组合9;暮云灰,,287.1,,5.55,152,22,54.5,1,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B09S12,二号雪糕爬爬垫,组合9;秋杏棕,,287.1,,5.55,152,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B09S06,二号雪糕爬爬垫,组合9;玉莲白,,287.1,,5.55,152,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B08S13,二号雪糕爬爬垫,组合8;暮云灰,,268,,5.27,142,22,54.5,2,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B08S12,二号雪糕爬爬垫,组合8;秋杏棕,,268,,5.27,142,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B04S13,二号雪糕爬爬垫,组合4;暮云灰,,258.4,,5.14,152,22,49.5,13,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,https://img.alicdn.com/bao/uploaded/i3/2200785690837/O1CN013BgsTs1I3ORsqCWv2_!!2200785690837.jpg,启用,sku_query
YH11K02,爬爬垫,YH11K02B08S06,二号雪糕爬爬垫,组合8;玉莲白,,268,,5.27,142,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B04S12,二号雪糕爬爬垫,组合4;秋杏棕,,258.4,,5.14,152,22,49.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B04S06,二号雪糕爬爬垫,组合4;玉莲白,,258.4,,5.14,152,22,49.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B06S13,二号雪糕爬爬垫,组合6;暮云灰,,256.1,,4.6,122,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B06S12,二号雪糕爬爬垫,组合6;秋杏棕,,256.1,,4.6,122,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B07S13,二号雪糕爬爬垫,组合7;暮云灰,,248.8,,5,132,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B06S06,二号雪糕爬爬垫,组合6;玉莲白,,256.1,,4.6,122,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B07S12,二号雪糕爬爬垫,组合7;秋杏棕,,248.8,,5,132,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B07S06,二号雪糕爬爬垫,组合7;玉莲白,,248.8,,5,132,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B03S13,二号雪糕爬爬垫,组合3;暮云灰,,230.5,,4.32,122,22,49.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B03S12,二号雪糕爬爬垫,组合3;秋杏棕,,230.5,,4.32,122,22,49.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B03S06,二号雪糕爬爬垫,组合3;玉莲白,,230.5,,4.32,122,22,49.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B02S06,二号雪糕爬爬垫,组合2;玉莲白,,204.9,,3.99,122,22,44.5,,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B02S12,二号雪糕爬爬垫,组合2;秋杏棕,,204.9,,3.99,122,22,44.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B05S06,二号雪糕爬爬垫,组合5;玉莲白,,213.4,,4.1,102,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B02S13,二号雪糕爬爬垫,组合2;暮云灰,,204.9,,3.99,122,22,44.5,4,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B05S12,二号雪糕爬爬垫,组合5;秋杏棕,,213.4,,4.1,102,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B05S13,二号雪糕爬爬垫,组合5;暮云灰,,213.4,,4.1,102,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B13S13,二号雪糕爬爬垫,组合13;暮云灰,,478.5,,9.2,252,22,54.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B13S12,二号雪糕爬爬垫,组合13;秋杏棕,,478.5,,9.2,252,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B13S06,二号雪糕爬爬垫,组合13;玉莲白,,478.5,,9.2,252,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B18S13,二号雪糕爬爬垫,组合18;暮云灰,,375.1,,6.73,142,22,74.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B18S06,二号雪糕爬爬垫,组合18;玉莲白,,375.1,,6.73,142,22,74.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B18S12,二号雪糕爬爬垫,组合18;秋杏棕,,375.1,,6.73,142,22,74.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B17S12,二号雪糕爬爬垫,组合17;秋杏棕,,344.5,,6.31,152,22,64.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B17S13,二号雪糕爬爬垫,组合17;暮云灰,,344.5,,6.31,152,22,64.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B17S06,二号雪糕爬爬垫,组合17;玉莲白,,344.5,,6.31,152,22,64.5,,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B11S13,二号雪糕爬爬垫,组合11;暮云灰,,344.5,,7.6,182,22,54.5,4,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B11S12,二号雪糕爬爬垫,组合11;秋杏棕,,344.5,,7.6,182,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B11S06,二号雪糕爬爬垫,组合11;玉莲白,,344.5,,7.6,182,22,54.5,1,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B16S13,二号雪糕爬爬垫,组合16;暮云灰,,321.6,,6.27,142,22,64.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B16S12,二号雪糕爬爬垫,组合16;秋杏棕,,321.6,,6.27,142,22,64.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B16S06,二号雪糕爬爬垫,组合16;玉莲白,,321.6,,6.27,142,22,64.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B10S13,二号雪糕爬爬垫,组合10;暮云灰,,306.2,,6,162,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B15S13,二号雪糕爬爬垫,组合15;暮云灰,,294.8,,5.92,152,22,59.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B15S12,二号雪糕爬爬垫,组合15;秋杏棕,,294.8,,5.92,152,22,59.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B15S06,二号雪糕爬爬垫,组合15;玉莲白,,294.8,,5.92,152,22,59.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B12S06,二号雪糕爬爬垫,组合12;玉莲白,,272.8,,8.1,202,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B12S13,二号雪糕爬爬垫,组合12;暮云灰,,272.8,,8.1,202,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K02,爬爬垫,YH11K02B12S12,二号雪糕爬爬垫,组合12;秋杏棕,,272.8,,8.1,202,22,54.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B14S12,二号雪糕爬爬垫,组合14;秋杏棕,,268,,5.63,142,22,59.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9hgk60005nf2fmq08bjpiv6146o,启用,sku_query
YH11K02,爬爬垫,YH11K02B14S06,二号雪糕爬爬垫,组合14;玉莲白,,268,,5.63,142,22,59.5,0,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu8teji0005nf2fmq08bjpd5776l8,启用,sku_query
YH11K02,爬爬垫,YH11K02B14S13,二号雪糕爬爬垫,组合14;暮云灰,,268,,5.63,142,22,59.5,3,,,"大件产品,桥下仓库,爬爬梯",成品类 - YH11爬爬垫类,http://qimg.xiaohongshu.com/arkgoods/1000g0o02oehu9lcjm0005nf2fmq08bjp8fl9jko,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B01S26,三号爬爬垫,组合1;茉莉白;彩虹条纹 + 森林漫游（整张） IXPE+XPE复合-150*180*2cm,,76.6,,,,,,,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/8C31855EBEFE4BA989C09B6C4754D87C.png?name=d3b5f1e3-b589-45eb-a466-6e047f0d08b6,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B02S26,三号爬爬垫,组合2;茉莉白;彩虹条纹+世界轨道（整张）IXPE+XPE复合-150*180*2cm,,76.6,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/7B5642EDE8EE4D1B8CC3A020C34D53DC.png?name=629c4602-e09c-493f-b6e0-490443bdb097,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B03S26,三号爬爬垫,组合3;茉莉白;可爱小熊+森林漫游（整张）IXPE+XPE复合-150*180*2cm,,76.6,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/068AF4CDD5A3458486672C5F0BDC9790.png?name=52010572-3b2d-4c0a-a8a7-b1a353b2fd83,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B04S26,三号爬爬垫,组合4;茉莉白;可爱小熊 + 世界轨道（整张）IXPE+XPE复合-150*180*2cm,,76.6,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/084C37CFA14D412C86AAA95391A5EC0A.png?name=3b7752f3-297f-482d-9ab0-06490c5d1788,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B05S26,三号爬爬垫,组合5;茉莉白;彩虹条纹 + 森林漫游（整张）IXPE+XPE复合-180*200*2cm,,94.2,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/5A2C547A882C435CBEB0A28A1800C567.png?name=a0347698-58ba-4192-a1ca-5aa897a22e7c,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B06S26,三号爬爬垫,组合6;茉莉白;彩虹条纹+世界轨道（整张）IXPE+XPE复合-180*200*2cm,,94.2,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/429F4E1646244661A77E4CBAD4F8E376.png?name=5c7efe3a-7dec-44b1-8a1f-8e3b341c59a9,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B07S26,三号爬爬垫,组合7;茉莉白;可爱小熊 + 森林漫游（整张）IXPE+XPE复合-180*200*2cm,,94.2,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/2EE7CB7DAE7A492DB23500081A8E42BB.png?name=56405e24-52ee-4050-8c03-27777e5c5a44,启用,sku_query
YH11K03,三号爬爬垫,YH11K03B08S26,三号爬爬垫,组合8;茉莉白;可爱小熊+世界轨道（整张）IXPE+XPE复合-180*200*2cm,,94.2,,,,,,0,英禾,临沂凡爱儿童用品有限公司,大件产品,成品类 - YH11爬爬垫类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260420/6976067ABC77449F9BF8E1E168B06521.png?name=b077d7b6-23b6-4720-a37a-362d8694343c,启用,sku_query
YH120K01,一号拖鞋,YH120K01B01S17,一号拖鞋,组合1;丁香棕,,7.1,,,,,,0,浙江英禾,义乌市康乐日用品有限公司,电商仓库,成品类 - YH120拖鞋类,,启用,sku_query
YH122K01,一号小熊蚊帐,YH122K01B01S26,一号小熊蚊帐,组合1;茉莉白,,33.3,,,,,,,英禾,河北百泉丽人科技有限公司,"电商仓库,小件产品",成品类 - YH122蚊帐类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260408/C72EFC95560D446887FD49E20D7D8561.png?name=9c217def-1da6-4769-8fb1-85da87a6552b,启用,sku_query
YH122K01,一号小熊蚊帐,YH122K01B02S26,一号小熊蚊帐,组合2;茉莉白,,36.3,,,,,,,英禾,河北百泉丽人科技有限公司,"电商仓库,小件产品",成品类 - YH122蚊帐类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260408/061CE2E023FB462890ADA928AC26C9F4.png?name=94e3f183-0d62-4028-a834-618df999ec5a,启用,sku_query
YH122K02,二号蚊帐,YH122K02B01S26,二号蚊帐,组合1;茉莉白,,,,,,,,100,浙江英禾,舒城星宝乐儿童用品有限公司,电商仓库,成品类 - YH122蚊帐类,,启用,sku_query
YH122K03,二号熊猫蚊帐,YH122K03B01S13,二号熊猫蚊帐,组合1;暮云灰,,,,,,,,,浙江英禾,河北百泉丽人科技有限公司,电商仓库,成品类 - YH122蚊帐类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260519/700522E18F884425BF0421DBB075BC1C.png?name=二号熊猫蚊帐中号.png,启用,sku_query
YH122K03,二号熊猫蚊帐,YH122K03B02S13,二号熊猫蚊帐,组合2;暮云灰,,,,,,,,24,浙江英禾,河北百泉丽人科技有限公司,电商仓库,成品类 - YH131棋盘类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260519/1D52EEAB849641668523FDBFE7EB5A80.png?name=二号熊猫蚊帐大号.png,启用,sku_query
YH122K04,三号微笑守护蚊帐,YH122K04B01S26,三号微笑守护蚊帐,组合1;茉莉白,,,,,,,,4,,河北百泉丽人科技有限公司,电商仓库,成品类 - YH122蚊帐类,https://images-erp.sursung.com/prod/erp/ItemSku/11871454/20260519/6A9E237FB4474AB3890B9D5958BB4E77.png?name=微笑守护中号.png,启用,sku_query
